CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
General Biology Laboratory 2,050,NS,1XXX,"{u'A': 0.35, u'C': 0.24, u'B': 0.41, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.25'}",AS,Lower,1,5.69,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 17}",P  - In Person,2.96,1240,4.13,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,051,NS,1XXX,"{u'A': 0.59, u'C': 0.18, u'B': 0.24, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.60'}",AS,Lower,1,5.88,"{u'ENROLL': 17, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.29,1240,5.38,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,052,NS,1XXX,"{u'A': 0.31, u'C': 0.19, u'B': 0.5, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.69'}",AS,Lower,1,5.88,"{u'ENROLL': 17, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 16}",P  - In Person,3.09,1240,5.38,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,053,NS,1XXX,"{u'A': 0.11, u'C': 0.39, u'B': 0.44, u'WDRAW': 0, u'D': 0.06, u'F': 0, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.00'}",AS,Lower,1,4.53,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 19, u'NOCRED': 0, u'EOT': 18}",P  - In Person,2.68,1240,4.37,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,054,NS,1XXX,"{u'A': 0.11, u'C': 0.28, u'B': 0.5, u'WDRAW': 0, u'D': 0.11, u'F': 0, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.17}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.40'}",AS,Lower,1,5.93,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 15, u'NOCRED': 0, u'EOT': 18}",P  - In Person,2.61,1240,5.13,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,055,NS,1XXX,"{u'A': 0.5, u'C': 0, u'B': 0.39, u'WDRAW': 0, u'D': 0, u'F': 0.11, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.50'}",AS,Lower,1,6,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.12,1240,5.22,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,056,NS,1XXX,"{u'A': 0.11, u'C': 0.17, u'B': 0.72, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.75'}",AS,Lower,1,5.44,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 18}",P  - In Person,2.99,1240,4.78,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,057,NS,1XXX,"{u'A': 0.17, u'C': 0.22, u'B': 0.61, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.38'}",AS,Lower,1,5.06,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 18}",P  - In Person,2.93,1240,4.23,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,058,NS,1XXX,"{u'A': 0.18, u'C': 0.35, u'B': 0.41, u'WDRAW': 0.06, u'D': 0.06, u'F': 0, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.18}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.44'}",AS,Lower,1,5.76,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 17}",P  - In Person,2.67,1240,4.82,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,059,NS,1XXX,"{u'A': 0.39, u'C': 0.11, u'B': 0.5, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.44'}",AS,Lower,1,5.39,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.28,1240,5,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,060,NS,1XXX,"{u'A': 0.29, u'C': 0.18, u'B': 0.41, u'WDRAW': 0, u'D': 0, u'F': 0.12, u'DF': 0.12, u'INCOMP': 0.06, u'GRADE': 0.94, u'C_MINUS_OR_BELOW': 0.12}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.40'}",AS,Lower,1,5.79,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 1, u'Ret': 14, u'NOCRED': 0, u'EOT': 18}",P  - In Person,2.71,1240,5.14,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,061,NS,1XXX,"{u'A': 0.06, u'C': 0.31, u'B': 0.38, u'WDRAW': 0.06, u'D': 0.06, u'F': 0.19, u'DF': 0.25, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.31}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 17, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.06,1240,,20141,EBIO,0,MLS - Main Lab
General Biology Laboratory 2,062,NS,1XXX,"{u'A': 0.12, u'C': 0.53, u'B': 0.24, u'WDRAW': 0.06, u'D': 0.12, u'F': 0, u'DF': 0.12, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.29}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'BASEY, JOHN M', u'title': u'SENIOR INSTRUCTOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 17}",P  - In Person,2.35,1240,,20141,EBIO,0,MLS - Main Lab
College Writing for the Sciences,003,NS,1XXX,"{u'A': 0.53, u'C': 0.11, u'B': 0.32, u'WDRAW': 0, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,EBIO,"[{u'group': u'4 TA Cred', u'name': u'STEIKER, AMY ELIZABETH', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.17'}",AS,Lower,1,5.17,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.32,1950,4.67,20141,EBIO,0,LEC - Lecture
College Writing for the Sciences,004,NS,1XXX,"{u'A': 0.43, u'C': 0, u'B': 0.57, u'WDRAW': 0.07, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'4 TA Cred', u'name': u'STEIKER, AMY ELIZABETH', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.21'}",AS,Lower,1,5.71,"{u'ENROLL': 15, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 14}",P  - In Person,3.43,1950,4.79,20141,EBIO,0,LEC - Lecture
Environmental Issues and Biology,001,NS,2XXX,"{u'A': 0.45, u'C': 0, u'B': 0.55, u'WDRAW': 0.08, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'4 TA Cred', u'name': u'MISCHLER, JOHN A', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.00'}",AS,Lower,1,4.8,"{u'ENROLL': 12, u'GRADE': 11, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 11}",P  - In Person,3.45,2010,5,20141,EBIO,0,LEC - Lecture
Environmental Issues and Biology,430,NS,2XXX,"{u'A': 0.38, u'C': 0.31, u'B': 0.31, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'SOUDER, HEIDI L', u'title': u'INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 13, u'GRADE': 13, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.05,2010,,20141,EBIO,0,LEC - Lecture
Principles of Ecology,010,NS,2XXX,"{u'A': 0.31, u'C': 0.15, u'B': 0.5, u'WDRAW': 0.06, u'D': 0.03, u'F': 0.02, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.1}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'CRUZ, ALEXANDER', u'title': u'PROFESSOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.60'}",AS,Lower,1,5.67,"{u'ENROLL': 116, u'GRADE': 109, u'PASS': 0, u'INCOMP': 0, u'Ret': 69, u'NOCRED': 0, u'EOT': 109}",P  - In Person,3.08,2040,5.46,20141,EBIO,0,LEC - Lecture
Genetics: Molecules to Populations,010,NS,2XXX,"{u'A': 0.19, u'C': 0.35, u'B': 0.39, u'WDRAW': 0.05, u'D': 0.01, u'F': 0.05, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'MITTON, JEFFRY B', u'title': u'PROFESSOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.66'}",AS,Lower,1,4.65,"{u'ENROLL': 179, u'GRADE': 170, u'PASS': 0, u'INCOMP': 0, u'Ret': 83, u'NOCRED': 0, u'EOT': 170}",P  - In Person,2.59,2070,4.46,20141,EBIO,0,LEC - Lecture
Tropical Island and Marine Ecology,430,NS,2XXX,"{u'A': 0.47, u'C': 0.11, u'B': 0.42, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'SOUDER, HEIDI L', u'title': u'INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.27,2090,,20141,EBIO,0,LEC - Lecture
Teaching Biology,806,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'JOHNSON, PIETER TJ', u'title': u'ASSOCIATE PROFESSOR'}, {u'group': u'1 TTT', u'name': u'MELBOURNE, BRETT ANDREW', u'title': u'ASST PROFESSOR'}]",2,1,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 29, u'GRADE': 29, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 29}",P  - In Person,4,3010,,20141,EBIO,0,PRA - Practicum
Teaching Biology,807,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'DAVIES, KENDI F', u'title': u'ASST PROFESSOR'}, {u'group': u'1 TTT', u'name': u'SAFRAN, REBECCA J', u'title': u'ASST PROFESSOR'}]",2,1,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 23, u'GRADE': 23, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 23}",P  - In Person,4,3010,,20141,EBIO,0,PRA - Practicum
Evolutionary Biology,010,NS,3XXX,"{u'A': 0.38, u'C': 0.07, u'B': 0.54, u'WDRAW': 0.08, u'D': 0, u'F': 0.01, u'DF': 0.01, u'INCOMP': 0.01, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.01}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'KANE, NOLAN COBURN', u'title': u'ASST PROFESSOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.30'}",AS,Upper,1,4.79,"{u'ENROLL': 106, u'GRADE': 97, u'PASS': 0, u'INCOMP': 1, u'Ret': 77, u'NOCRED': 0, u'EOT': 98}",P  - In Person,3.23,3080,3.99,20141,EBIO,0,LEC - Lecture
Mountain Ecology and Conservation,001,NS,3XXX,"{u'A': 0.47, u'C': 0.17, u'B': 0.34, u'WDRAW': 0.04, u'D': 0.02, u'F': 0, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.02}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'MCCAIN, CHRISTY', u'title': u'ASST PROFESSOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.71'}",AS,Upper,1,5.33,"{u'ENROLL': 49, u'GRADE': 47, u'PASS': 0, u'INCOMP': 0, u'Ret': 36, u'NOCRED': 0, u'EOT': 47}",P  - In Person,3.26,3170,5,20141,EBIO,0,LEC - Lecture
Ecosystem Ecology,001,NS,3XXX,"{u'A': 0.18, u'C': 0.23, u'B': 0.55, u'WDRAW': 0.09, u'D': 0.04, u'F': 0, u'DF': 0.04, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'SEASTEDT, TIMOTHY', u'title': u'PROFESSOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.13'}",AS,Upper,1,5.37,"{u'ENROLL': 78, u'GRADE': 71, u'PASS': 0, u'INCOMP': 0, u'Ret': 43, u'NOCRED': 0, u'EOT': 71}",P  - In Person,2.86,3270,4.86,20141,EBIO,0,LEC - Lecture
Microbiology,010,NS,3XXX,"{u'A': 0.24, u'C': 0.22, u'B': 0.5, u'WDRAW': 0.02, u'D': 0.04, u'F': 0.01, u'DF': 0.04, u'INCOMP': 0.01, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.08}",1,EBIO,"[{u'group': u'3 Supp', u'name': u'RHODES, MATTHEW ELLIOT', u'title': u'LECTURER'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.81'}",AS,Upper,1,3.79,"{u'ENROLL': 143, u'GRADE': 139, u'PASS': 0, u'INCOMP': 1, u'Ret': 97, u'NOCRED': 0, u'EOT': 140}",P  - In Person,2.92,3400,3.74,20141,EBIO,0,LEC - Lecture
Parasitology,010,NS,3XXX,"{u'A': 0.31, u'C': 0.16, u'B': 0.47, u'WDRAW': 0, u'D': 0.06, u'F': 0, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,EBIO,"[{u'group': u'4 TA Cred', u'name': u'PRESTON, DANIEL LUCAS', u'title': u'GRAD PART-TIME INSTRUCTOR'}, {u'group': u'4 TA Cred', u'name': u'HUND, AMANDA KATHRYN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.43'}",AS,Upper,2,5.93,"{u'ENROLL': 32, u'GRADE': 32, u'PASS': 0, u'INCOMP': 0, u'Ret': 27, u'NOCRED': 0, u'EOT': 32}",P  - In Person,3.01,3630,5.68,20141,EBIO,0,LEC - Lecture
Written Communication in the Sciences,001,NS,3XXX,"{u'A': 0.56, u'C': 0, u'B': 0.44, u'WDRAW': 0.11, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'CARPENTER, J HARRISON', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.43'}",AS,Upper,1,4.71,"{u'ENROLL': 18, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 16}",P  - In Person,3.56,3940,4,20141,EBIO,0,LEC - Lecture
Written Communication in the Sciences,002,NS,3XXX,"{u'A': 0.63, u'C': 0, u'B': 0.37, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'CARPENTER, J HARRISON', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.33'}",AS,Upper,1,5.31,"{u'ENROLL': 20, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.62,3940,4.88,20141,EBIO,0,LEC - Lecture
Written Communication in the Sciences,003,NS,3XXX,"{u'A': 0.68, u'C': 0.05, u'B': 0.26, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'CARPENTER, J HARRISON', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.93'}",AS,Upper,1,4.36,"{u'ENROLL': 20, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.57,3940,4.29,20141,EBIO,0,LEC - Lecture
Seminar: Introduction to EBIO Honors,801,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,EBIO,"[{u'group': u'1 TTT', u'name': u'DEMMIG-ADAMS, BARBARA', u'title': u'PROFESSOR'}]",1,1,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.19'}",AS,Upper,1,5.88,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 16, u'NOCRED': 0, u'EOT': 18}",P  - In Person,4,3980,5.5,20141,EBIO,0,SEM - Seminar
Limnology,001,NS,4XXX,"{u'A': 0.31, u'C': 0.15, u'B': 0.51, u'WDRAW': 0.03, u'D': 0.01, u'F': 0.01, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.09}",2,EBIO,"[{u'group': u'3 Supp', u'name': u'COOPER, LEIGH AYN', u'title': u'LECTURER'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.24'}",AS,Upper,1,4.2,"{u'ENROLL': 76, u'GRADE': 74, u'PASS': 0, u'INCOMP': 0, u'Ret': 55, u'NOCRED': 0, u'EOT': 74}",P  - In Person,3.03,4030,4.16,20141,EBIO,0,LEC - Lecture
Animal Developmental Diversity,010,NS,4XXX,"{u'A': 0.47, u'C': 0, u'B': 0.37, u'WDRAW': 0, u'D': 0.11, u'F': 0.05, u'DF': 0.16, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'MEDEIROS, DANIEL MEULEMANS', u'title': u'ASST PROFESSOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.31'}",AS,Upper,1,5.38,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.07,4440,5,20141,EBIO,0,LEC - Lecture
Special Topics,001,NS,4XXX,"{u'A': 0.5, u'C': 0.05, u'B': 0.45, u'WDRAW': 0.05, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,EBIO,"[{u'group': u'4 TA Cred', u'name': u'REDMOND, MIRANDA DEVI', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",2,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.12'}",AS,Upper,1,5.94,"{u'ENROLL': 21, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': 17, u'NOCRED': 0, u'EOT': 20}",P  - In Person,3.31,4460,5.23,20141,EBIO,0,LEC - Lecture
Special Topics,804,NS,4XXX,"{u'A': 0.67, u'C': 0, u'B': 0.33, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'GRANT, MICHAEL', u'title': u'ASSOC VICE CHANCELLOR'}]",3,1,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.55'}",AS,Upper,1,5.64,"{u'ENROLL': 15, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 11, u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.71,4460,5.27,20141,EBIO,0,LEC - Lecture
Plant Biodiversity and Evolution,010,NS,4XXX,"{u'A': 0.09, u'C': 0.33, u'B': 0.42, u'WDRAW': 0.03, u'D': 0.12, u'F': 0.03, u'DF': 0.15, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.24}",1,EBIO,"[{u'group': u'2 Other reg', u'name': u'MAYER, STEPHANIE SUSAN', u'title': u'SENIOR INSTRUCTOR'}]",4,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.87'}",AS,Upper,1,5.15,"{u'ENROLL': 34, u'GRADE': 33, u'PASS': 0, u'INCOMP': 0, u'Ret': 26, u'NOCRED': 0, u'EOT': 33}",P  - In Person,2.39,4500,4.58,20141,EBIO,0,LEC - Lecture
Critical Thinking in Biology,001,NS,4XXX,"{u'A': 0.64, u'C': 0, u'B': 0.32, u'WDRAW': 0, u'D': 0, u'F': 0.04, u'DF': 0.04, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",2,EBIO,"[{u'group': u'1 TTT', u'name': u'CRUZ, ALEXANDER', u'title': u'PROFESSOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.14'}",AS,Upper,1,5.85,"{u'ENROLL': 28, u'GRADE': 28, u'PASS': 0, u'INCOMP': 0, u'Ret': 26, u'NOCRED': 0, u'EOT': 28}",P  - In Person,3.49,4800,5.42,20141,EBIO,0,LEC - Lecture
